VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_0196	RP11-488I20	chr16	34289162	34490212	CopyNumber	chr16	31658070	35026333	Iafrate et al. (2004)	15286789	BAC Array CGH	1	2	3		39 control samples	LOC283914
Variation_0197	RP11-80F22	chr16	34476098	34627118	CopyNumber	chr16	31658070	35026333	Iafrate et al. (2004)	15286789	BAC Array CGH	1	2	3		39 control samples	LOC100130700,LOC146481,LOC283914
Variation_0198	RP11-466N18	chr16	51825384	52014243	CopyNumber	chr16	51825384	52014243	Iafrate et al. (2004)	15286789	BAC Array CGH	2		2		39 control samples	CHD9
Variation_0199	RP11-443M9	chr16	84512377	84607815	CopyNumber	chr16	84512377	84607815	Iafrate et al. (2004)	15286789	BAC Array CGH	2		2		39 control samples	IRF8
Variation_0200	RP1-191P24	chr16	88569694	88692424	CopyNumber	chr16	88569694	88692424	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	DBNDD1,C16orf3,PRDM7,AFG3L1,LOC100130015,GAS8
Variation_0205	RP11-29C11	chr17	36749372	36924021	CopyNumber	chr17	36554901	37150369	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	KRT34,KRT31,KRT37,KRT38,KRT32,KRT36,KRT13,KRT35,KRT15,KRT33B,KRT33A
Variation_0206	RP11-266I24	chr17	38235012	38412429	CopyNumber	chr17	38235012	38412429	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	RPL27,RUNDC1,IFI35,AOC3,LOC90586,AOC2,AARSD1,LOC388387,PSME3,G6PC
Variation_0207	RP11-79O18	chr17	42087517	42244497	CopyNumber	chr17	41360800	42632332	Iafrate et al. (2004)	15286789	BAC Array CGH	3		3		39 control samples	NSF,WNT3
Variation_0208	RP11-110H20	chr17	44275861	44426887	CopyNumber	chr17	44275861	44426887	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	CALCOCO2,GIP,ATP5G1,UBE2Z,SNF8
Variation_0209	RP11-42M14	chr17	47968637	48136235	CopyNumber	chr17	47862591	48136235	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	
Variation_0210	RP11-89H15	chr17	59472574	59627204	CopyNumber	chr17	59472574	59627204	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	ERN1,TEX2,SNORD104,SNORA76
Variation_0211	RP11-300G13	chr17	65539248	65725860	CopyNumber	chr17	65539248	65893913	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	KCNJ16,KCNJ2,FLJ36644
Variation_0212	AC099804	chr17	74115005	74234926	CopyNumber	chr17	74089903	74234926	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	CYTH1
Variation_0213	RP11-46E14	chr17	75316874	75477363	CopyNumber	chr17	75316874	75546172	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	ENPP7,CBX4,CBX2,CBX8
Variation_0216	AC021224	chr18	28142509	28294302	CopyNumber	chr18	28046335	28294302	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	FAM59A
Variation_0217	RP11-89M10	chr18	37455958	37620554	CopyNumber	chr18	37455958	37620554	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	
Variation_0218	RP11-160B24	chr18	51861143	51993728	CopyNumber	chr18	51861143	51993728	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	
Variation_0220	RP11-79F15	chr19	8714332	8864039	CopyNumber	chr19	8665784	8864763	Iafrate et al. (2004)	15286789	BAC Array CGH	2	13	15		39 control samples	MBD3L1,MUC16,ZNF558
Variation_0221	RP11-21J15	chr19	49726612	49900195	CopyNumber	chr19	49726612	49900195	Iafrate et al. (2004)	15286789	BAC Array CGH		2	2		39 control samples	PVR,CEACAM19,CEACAM22P,CEACAM16
Variation_0222	RP4-816K17	chr20	2217497	2333353	CopyNumber	chr20	2078560	2423469	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	TGM6,TGM3
Variation_0224	RP11-80N12	chr20	16723471	16896316	CopyNumber	chr20	16723471	16896316	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	
Variation_0225	RP3-410C9	chr20	26072000	26181848	CopyNumber	chr20	25649992	26267569	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	MIR663
Variation_0226	RP4-715N11	chr20	50717369	50828741	CopyNumber	chr20	50717369	50828741	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	
Variation_0231	RP11-49J9	chr21	20982316	21153633	CopyNumber	chr21	18329683	21497774	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	C21orf131
Variation_0232	RP11-64I12	chr21	22059722	22195086	CopyNumber	chr21	22059722	22195086	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	
Variation_0235	RP11-76E8	chr22	22795271	22989794	CopyNumber	chr22	22581891	23047487	Iafrate et al. (2004)	15286789	BAC Array CGH		2	2		39 control samples	CABIN1,POM121L9P,SUSD2,GGT5
Variation_0236	RP11-247I13	chr22	30121563	30289672	CopyNumber	chr22	30121563	30289672	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	EIF4ENIF1,SFI1,DRG1
Variation_0237	RP11-89D12	chr22	34596000	34665593	CopyNumber	chr22	34596000	34665593	Iafrate et al. (2004)	15286789	BAC Array CGH		2	2		39 control samples	RBFOX2
Variation_0239	RP1-99K24	chr22	49396359	49492780	CopyNumber	chr22	49213890	49495206	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	ACR,SHANK3,RPL23AP82
Variation_0241	RP6-27C10	chrX	28941173	28993530	CopyNumber	chrX	27751188	31356624	Iafrate et al. (2004)	15286789	BAC Array CGH	6	4	10		39 control samples	IL1RAPL1
Variation_0242	AL031643	chrX	32968562	33102450	CopyNumber	chrX	32825545	33102450	Iafrate et al. (2004)	15286789	BAC Array CGH	10	4	14		39 control samples	DMD
Variation_0243	RP3-323P24	chrX	56979972	57060582	CopyNumber	chrX	56979972	57060582	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	SPIN2B,SPIN2A
Variation_0244	RP13-36G14	chrX	72987022	73074456	CopyNumber	chrX	72987022	73074456	Iafrate et al. (2004)	15286789	BAC Array CGH		2	2		39 control samples	NCRNA00183,NCRNA00182
Variation_0245	RP4-570L12	chrX	77115118	77258647	CopyNumber	chrX	77031055	77258647	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	TAF9B,PGK1
Variation_0246	RP11-217H19	chrX	79272486	79367347	CopyNumber	chrX	79272486	79367347	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	
Variation_0247	RP1-223D17	chrX	82609538	82697328	CopyNumber	chrX	82609538	82697328	Iafrate et al. (2004)	15286789	BAC Array CGH		2	2		39 control samples	
Variation_0248	RP11-326A14	chrX	82973180	83146939	CopyNumber	chrX	82973180	83146939	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	RPS6KA6
Variation_0249	RP11-156J23	chrX	92052184	92229905	CopyNumber	chrX	92052184	92229905	Iafrate et al. (2004)	15286789	BAC Array CGH		2	2		39 control samples	
Variation_0250	RP1-315B17	chrX	104681192	104734376	CopyNumber	chrX	104681192	104734376	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	IL1RAPL2
Variation_0251	RP1-75H8	chrX	105972586	106082050	CopyNumber	chrX	104756073	106173247	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	CLDN2,MORC4
Variation_0252	RP6-64P14	chrX	121777368	121941131	CopyNumber	chrX	121777368	121941131	Iafrate et al. (2004)	15286789	BAC Array CGH	6	4	10		39 control samples	
Variation_0253	RP11-79C15	chrX	125308025	125458401	CopyNumber	chrX	125308025	125458401	Iafrate et al. (2004)	15286789	BAC Array CGH	1		1		39 control samples	DCAF12L1
Variation_0254	RP4-809E13	chrX	133861206	133928406	CopyNumber	chrX	133861206	134880261	Iafrate et al. (2004)	15286789	BAC Array CGH		1	1		39 control samples	FAM127C,FAM127B,FAM127A
Variation_0255	RP6-232G24	chrX	140706199	140830695	CopyNumber	chrX	140706199	140838268	Iafrate et al. (2004)	15286789	BAC Array CGH	8	4	12		39 control samples	MAGEC1,MAGEC3
Variation_0256	chr1:12838572..13456521	chr1	12838572	13456521	CopyNumber	chr1	12533434	13622361	Sebat et al. (2004)	15273396	ROMA	6	0	6		20 control samples	PRAMEF19,PRAMEF10,HNRNPCL1,PRAMEF3,PRAMEF20,LOC649330,PRAMEF18,PRAMEF21,PRAMEF15,PRAMEF22,PRAMEF4,PRAMEF2,PRAMEF9,PRAMEF13,PRAMEF14,LOC440563,PRAMEF7,PRAMEF8,PRAMEF5,PRAMEF16,PRAMEF6
Variation_0257	chr1:25383121..25432220	chr1	25383121	25432220	CopyNumber	chr1	25288163	25498288	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	TMEM50A,RHD
Variation_0258	chr1:105772075..105947415	chr1	105772075	105947415	CopyNumber	chr1	105699554	106119864	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	
Variation_0259	chr1:140342728..141384548	chr1	140342728	141384548	CopyNumber	chr1	140342728	141384548	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0260	chr1:142374952..142584850	chr1	142374952	142584850	CopyNumber	chr1	141387477	144060166	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	PDE4DIP
Variation_0261	chr1:158336284..158368514	chr1	158336284	158368514	CopyNumber	chr1	158157328	159606853	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	FCGR2B,FCGR2C
Variation_0262	chr1:236688900..236720921	chr1	236688900	236720921	CopyNumber	chr1	236092135	236720921	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	FMN2
Variation_0263	chr1:244970985..245116449	chr1	244970985	245116449	CopyNumber	chr1	243400471	245377441	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	OR2T5,OR2T10,OR2T11,OR2T34,OR2T29,OR2G6
Variation_0264	chr2:51425576..51756515	chr2	51425576	51756515	CopyNumber	chr2	51425576	51756515	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0265	chr2:82249388..82959784	chr2	82249388	82959784	CopyNumber	chr2	82249388	82959784	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	
Variation_0266	chr2:87598179..87714845	chr2	87598179	87714845	CopyNumber	chr2	86996574	88139106	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	NCRNA00152
Variation_0267	chr2:88992551..91290827	chr2	88992551	91290827	CopyNumber	chr2	88904163	91696901	Sebat et al. (2004)	15273396	ROMA	15	0	15		20 control samples	LOC654342,IGK
Variation_0268	chr2:111709788..111964639	chr2	111709788	111964639	CopyNumber	chr2	111616014	112512139	Sebat et al. (2004)	15273396	ROMA	2	0	2		20 control samples	LOC541471
Variation_0269	chr2:129213068..130808479	chr2	129213068	130808479	CopyNumber	chr2	129213068	133031735	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	LOC389033,POTEF,SMPD4,CCDC74B,LOC285103,RAB6C,LOC440905,TUBA3E,MZT2B,LOC100131320
Variation_0270	chr2:156122315..156292745	chr2	156122315	156292745	CopyNumber	chr2	156122315	156424935	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	
Variation_0271	chr2:211354424..211484487	chr2	211354424	211484487	CopyNumber	chr2	211354424	211484487	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	CPS1
Variation_0272	chr3:116448039..116489842	chr3	116448039	116489842	CopyNumber	chr3	116448039	116489842	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	
Variation_0273	chr4:4287..54931	chr4	4287	54931	CopyNumber	chr4	4287	240916	Sebat et al. (2004)	15273396	ROMA	2	0	2		20 control samples	ZNF718,ZNF595
Variation_0274	chr4:22103343..22542217	chr4	22103343	22542217	CopyNumber	chr4	22103343	22707504	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	GPR125,GBA3
Variation_0275	chr4:34631676..34916910	chr4	34631676	34916910	CopyNumber	chr4	34459337	34916910	Sebat et al. (2004)	15273396	ROMA	0	6	6		20 control samples	
Variation_0276	chr4:94796814..95473768	chr4	94796814	95473768	CopyNumber	chr4	94795929	95473768	Sebat et al. (2004)	15273396	ROMA	14	0	14		20 control samples	ATOH1,GRID2
Variation_0277	chr4:104492443..104603771	chr4	104492443	104603771	CopyNumber	chr4	104492443	104699999	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0278	chr4:167195238..167620230	chr4	167195238	167620230	CopyNumber	chr4	167195238	167620230	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	TLL1
Variation_0279	chr5:762632..860238	chr5	762632	860238	CopyNumber	chr5	70263	1260527	Sebat et al. (2004)	15273396	ROMA	3	0	3		20 control samples	ZDHHC11
Variation_0280	chr5:2372402..2465379	chr5	2372402	2465379	CopyNumber	chr5	2372402	2465379	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0281	chr5:13570805..13593437	chr5	13570805	13593437	CopyNumber	chr5	13570805	13593437	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0282	chr5:21330410..21391298	chr5	21330410	21391298	CopyNumber	chr5	21184910	21748947	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	
Variation_0283	chr5:68604421..70408241	chr5	68604421	70408241	CopyNumber	chr5	68604421	70831640	Sebat et al. (2004)	15273396	ROMA	0	12	12		20 control samples	SMN1,SMN2,SERF1B,GTF2H2C,LOC100170939,GTF2H2B,CCDC125,SMA5,RAD17,NAIP,GUSBP3,CDK7,GTF2H2D,TAF9,LOC100272216,MARVELD2,LOC100049076,OCLN,SERF1A,GTF2H2,LOC647859
Variation_0284	chr6:127761..356478	chr6	127761	356478	CopyNumber	chr6	5001	720274	Sebat et al. (2004)	15273396	ROMA	9	0	9		20 control samples	IRF4,DUSP22
Variation_0285	chr6:19091937..19126876	chr6	19091937	19126876	CopyNumber	chr6	19091937	19126876	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0286	chr6:35712406..35910572	chr6	35712406	35910572	CopyNumber	chr6	35571719	35914482	Sebat et al. (2004)	15273396	ROMA	0	10	10		20 control samples	FKBP5,C6orf81,LHFPL5,SRPK1,LOC285847,C6orf127,CLPS,C6orf126
Variation_0287	chr6:58175273..58786186	chr6	58175273	58786186	CopyNumber	chr6	57292500	58786186	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	GUSBL2
Variation_0288	chr6:62143728..62415691	chr6	62143728	62415691	CopyNumber	chr6	62021131	62530088	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	MTRNR2L9
Variation_0289	chr6:63569838..63946210	chr6	63569838	63946210	CopyNumber	chr6	63569838	64043848	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0290	chr6:79058923..79152006	chr6	79058923	79152006	CopyNumber	chr6	78852599	79250187	Sebat et al. (2004)	15273396	ROMA	0	3	3		20 control samples	
Variation_0291	chr6:120676709..120872662	chr6	120676709	120872662	CopyNumber	chr6	120676709	120872662	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0292	chr7:13212182..14328128	chr7	13212182	14328128	CopyNumber	chr7	13212182	14328128	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	ETV1,DGKB
Variation_0293	chr7:143146751..143161058	chr7	143146751	143161058	CopyNumber	chr7	142664612	143806286	Sebat et al. (2004)	15273396	ROMA	0	3	3		20 control samples	
Variation_0294	chr8:2027315..2208228	chr8	2027315	2208228	CopyNumber	chr8	1972946	2591249	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	MYOM2
Variation_0295	chr8:3611005..4928252	chr8	3611005	4928252	CopyNumber	chr8	3586932	6236366	Sebat et al. (2004)	15273396	ROMA	2	0	2		20 control samples	CSMD1
Variation_0296	chr8:6871616..8212037	chr8	6871616	8212037	CopyNumber	chr8	6349797	8488171	Sebat et al. (2004)	15273396	ROMA	8	0	8		20 control samples	FAM90A10,DEFB106A,DEFB109P1B,FAM90A5,FAM90A14,LOC100132396,DEFB103A,MIR548I3,DEFB104A,FAM90A8,FAM90A7,DEFB107B,FAM66B,FAM66E,DEFB104B,FAM90A19,ZNF705G,DEFB105B,FAM90A13,FLJ10661,FAM90A20,DEFB4A,LOC349196,DEFA5,FAM90A9,DEFB106B,DEFB107A,SPAG11B,DEFB103B,SPAG11A,FAM90A18,DEFB105A
Variation_0297	chr8:12090806..12549242	chr8	12090806	12549242	CopyNumber	chr8	11736156	12646342	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	FAM66A,DEFB109P1,DEFB130,LOC100133267,FAM90A25P,FAM86B2
Variation_0298	chr8:90268651..90314197	chr8	90268651	90314197	CopyNumber	chr8	90268651	90314197	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	
Variation_0299	chr8:100216817..100439005	chr8	100216817	100439005	CopyNumber	chr8	100098024	100439005	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	VPS13B
Variation_0300	chr8:119151243..119381364	chr8	119151243	119381364	CopyNumber	chr8	119128000	119381364	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	EXT1,SAMD12
Variation_0301	chr9:38826767..40751126	chr9	38826767	40751126	CopyNumber	chr9	38449763	45935928	Sebat et al. (2004)	15273396	ROMA	12	0	12		20 control samples	FAM74A3,FAM75A3,FAM75A2,ZNF658,FAM74A1,FAM75A1,CNTNAP3
Variation_0302	chr9:42671740..43945910	chr9	42671740	43945910	CopyNumber	chr9	38449763	45935928	Sebat et al. (2004)	15273396	ROMA	5	0	5		20 control samples	FAM75A6,KGFLP1
Variation_0303	chr9:64258651..64260121	chr9	64258651	64260121	CopyNumber	chr9	64135929	68383081	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0305	chr9:80597187..82137208	chr9	80597187	82137208	CopyNumber	chr9	80597187	82137208	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	FAM75D5,FAM75D4,TLE1,FAM75D1,FAM75D3
Variation_0306	chr9:101798113..101799613	chr9	101798113	101799613	CopyNumber	chr9	101717505	102057108	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0307	chr10:46397301..47102745	chr10	46397301	47102745	CopyNumber	chr10	45341719	48101925	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	LOC642826,FAM25B,FAM35B2,LOC728643,GPRIN2,FAM25G,LOC643650,ANXA8L1,AGAP9,PPYR1,ANXA8,FAM25C
Variation_0308	chr11:54910506..55573404	chr11	54910506	55573404	CopyNumber	chr11	54592199	55636002	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	OR5D13,OR5L1,OR4C15,OR4C6,OR5AS1,OR4P4,OR4S2,OR7E5P,OR4C11,OR5L2,OR5D16,OR5W2,OR5F1,SPRYD5,OR4C16,OR5D14,OR10AG1,OR5D18,OR5I1
Variation_0309	chr11:96765260..96946383	chr11	96765260	96946383	CopyNumber	chr11	96765260	96946383	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0310	chr12:16449421..16465824	chr12	16449421	16465824	CopyNumber	chr12	16449421	16465824	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0311	chr12:61080571..61294231	chr12	61080571	61294231	CopyNumber	chr12	61080571	61294231	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	MON2,MIRLET7I,USP15,C12orf61
Variation_0312	chr13:64056794..65087468	chr13	64056794	65087468	CopyNumber	chr13	64056794	65406345	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0313	chr13:84446447..84867020	chr13	84446447	84867020	CopyNumber	chr13	84446447	84869540	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0314	chr13:88510050..88578302	chr13	88510050	88578302	CopyNumber	chr13	88209082	88673975	Sebat et al. (2004)	15273396	ROMA	0	2	2		20 control samples	
Variation_0315	chr13:99240885..99282297	chr13	99240885	99282297	CopyNumber	chr13	99240885	99282297	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	CLYBL
Variation_0316	chr14:19267456..19468888	chr14	19267456	19468888	CopyNumber	chr14	18187183	19786681	Sebat et al. (2004)	15273396	ROMA	18	0	18		20 control samples	OR4K5,OR4Q3,OR4K2,OR4M1,OR4N2
Variation_0317	chr14:105329646..106093098	chr14	105329646	106093098	CopyNumber	chr14	105123078	106358708	Sebat et al. (2004)	15273396	ROMA	14	0	14		20 control samples	ADAM6,NCRNA00226,NCRNA00221,KIAA0125
Variation_0318	chr15:18526971..20225829	chr15	18526971	20225829	CopyNumber	chr15	18263733	21405800	Sebat et al. (2004)	15273396	ROMA	0	18	18		20 control samples	NF1P1,GOLGA6L6,BCL8,OR4N3P,HERC2P3,LOC727924,LOC646214,POTEB,GOLGA8C,OR4M2,REREP3,CXADRP2,OR4N4
Variation_0319	chr15:28189706..28658691	chr15	28189706	28658691	CopyNumber	chr15	26086062	29258315	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	DKFZP434L187,FAM7A1,LOC653075,FAM7A3,FAM7A2,CHRFAM7A
Variation_0320	chr15:29868048..30180651	chr15	29868048	30180651	CopyNumber	chr15	29518297	32778261	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	CHRNA7
Variation_0321	chr15:30257325..30589635	chr15	30257325	30589635	CopyNumber	chr15	29518297	32778261	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	FAM7A1,FAM7A3,FAM7A2
Variation_0322	chr15:32481879..32652370	chr15	32481879	32652370	CopyNumber	chr15	29518297	32778261	Sebat et al. (2004)	15273396	ROMA	0	3	3		20 control samples	MIR1233-1,MIR1233-2,GOLGA8B,GOLGA8A
Variation_0323	chr16:22533886..22670853	chr16	22533886	22670853	CopyNumber	chr16	21195086	22685278	Sebat et al. (2004)	15273396	ROMA	2	0	2		20 control samples	
Variation_0324	chr16:32082890..33533065	chr16	32082890	33533065	CopyNumber	chr16	31658070	35026333	Sebat et al. (2004)	15273396	ROMA	3	0	3		20 control samples	TP53TG3,TP53TG3B,LOC390705,SLC6A10P
Variation_0325	chr16:47619254..47687206	chr16	47619254	47687206	CopyNumber	chr16	47619254	47687206	Sebat et al. (2004)	15273396	ROMA	0	1	1		20 control samples	
Variation_0326	chr17:33425841..33658842	chr17	33425841	33658842	CopyNumber	chr17	33140728	34010545	Sebat et al. (2004)	15273396	ROMA	1	0	1		20 control samples	TBC1D3F,TBC1D3
Variation_0327	chr17:41515374..42125543	chr17	41515374	42125543	CopyNumber	chr17	41360800	42632332	Sebat et al. (2004)	15273396	ROMA	3	0	3		20 control samples	NSFP1,LOC644246,ARL17A,LRRC37A,NSF,LRRC37A2,KIAA1267,ARL17B
